variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Past-only,0.027960526315789474,0.012856612165100057,0.008384894527986634,0.05756578947368421,0.02020412141231112,0.01032681655504798
Future-only,0.019736842105263157,0.009878945233584556,0.006798245614035087,0.03618421052631579,0.014029461808814772,0.007933003171477285
Past+Future,0.027960526315789474,0.012856612165100057,0.008384894527986634,0.05756578947368421,0.02020412141231112,0.01032681655504798
FIR-MIC without future bridge,0.049342105263157895,0.02634112307353167,0.01943922305764411,0.07894736842105263,0.03365173339521227,0.02134841711029181
Per-item + transition/association,0.049342105263157895,0.02634112307353167,0.01943922305764411,0.07894736842105263,0.03365173339521227,0.02134841711029181
FIR-MIC full,0.047697368421052634,0.02619083694875737,0.019685933583959897,0.07401315789473684,0.032747343025581306,0.021434429005501496
