variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.047697368421052634,0.02619083694875737,0.019685933583959897,0.07401315789473684,0.032747343025581306,0.021434429005501496,7.867522730000019,0.6898095361841091,371379,314.1044921875
FIR-MIC image-only,0.03618421052631579,0.020404372587903296,0.015861920426065164,0.06085526315789474,0.026501964654679754,0.017463792720878328,7.037943602999803,0.6752772911182235,371379,420.97412109375
FIR-MIC text-only,0.046052631578947366,0.02458689252098432,0.01814627715121136,0.0756578947368421,0.032073124696941034,0.02020370715681943,7.165473333999216,0.7133149687505418,371379,343.1552734375
