trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,8,13,0.04008292232147184,0.07234539089848308,0.03037327208855797,0.09373784519642163,0.04545595709634922,0.03182852798181488,0.0,0.2,0.2,855.0918917530007,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 1098, ""min_warm_cluster"": 119}"
2,32,64,0.001,0.0001,0.15,0.1,4,9,0.0401684086091632,0.07117852975495916,0.030810690670667336,0.09295993776740567,0.04555927815652751,0.032231387859235024,0.1,0.2,0.2,614.8659562840003,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 1098, ""min_warm_cluster"": 119}"
3,64,64,0.0005,0.0001,0.15,0.1,7,12,0.04046413260118655,0.07040062232594321,0.03140986460706414,0.09257098405289771,0.04604942968108642,0.03293190851710022,0.0,0.2,0.2,842.6262308180003,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 598, ""min_warm_cluster"": 49}"
4,64,64,0.001,0.0001,0.15,0.1,4,9,0.039797062789417435,0.07117852975495916,0.03033777234477351,0.0941267989109296,0.0455426768191125,0.031885074466519926,0.0,0.2,0.2,634.0925213299997,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 598, ""min_warm_cluster"": 49}"
