epoch,loss,rank_loss,next_loss,route_loss
1,24.792945926839653,24.00387623093345,3.4821873171762987,0.41870485889640724
2,23.451857393438164,22.694190112027254,3.3836321397261186,0.278307379308072
3,22.91680231961337,22.156213673678312,3.358125385912982,0.3103832758285783
4,22.5805486982519,21.810526197606865,3.4008952975273132,0.31782459264451807
5,22.307890458540484,21.5340163490989,3.4303983504121955,0.3085399530827999
6,21.919842611659657,21.142688382755626,3.441902510144494,0.31665701723911543
7,21.75017564946955,20.971902630545877,3.4464689195156097,0.31892249259081756
8,21.716450236060403,20.93668573552912,3.4507071592591028,0.3235213973305442
9,21.45917547832836,20.678530628030952,3.4541347975080665,0.3252760981294242
10,21.387307817285713,20.60533846508373,3.4547140273180874,0.33292666653340514
11,21.393585768612947,20.610881859605964,3.4567940776998345,0.334629660980268
12,21.29919188672846,20.51544824513522,3.455752361904491,0.3436348130079833
