epoch,loss,rank_loss,next_loss,route_loss
1,29.04087833924727,28.449826565655794,2.056966609575532,0.6826113482767885
2,27.91190860488198,27.39718567241322,1.5937848321416161,0.7813954407518561
3,27.397837552157316,26.86220726099881,1.7179067852822216,0.8387091396884485
4,26.817374619570646,26.25512387535789,1.9045615832914005,0.8743219504302199
5,26.480500784787264,25.886607885360718,2.1711572124199434,0.8105889375914227
6,26.20247255672108,25.58679816939614,2.364312559366226,0.7442273402755911
7,26.032426422292534,25.397031350569293,2.5213325863534752,0.6910990185358308
8,25.905251134525646,25.257829341021452,2.6210613033988257,0.6478638201951981
9,25.53286862373352,24.87666450847279,2.6855605759403924,0.6268649805675853
10,25.53136179663918,24.869339184327558,2.7430528700351715,0.594727294688875
11,25.537101117047396,24.86926315047524,2.794994657689875,0.5666214254769412
12,25.401803255081177,24.73048955743963,2.8155029605735433,0.5643324052745645
