variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06873508353221958,0.04370372463879622,0.03603004129257112,0.09880668257756563,0.05127623693350676,0.03809430163099152
Past-only,0.010023866348448688,0.004361513865019738,0.002674167519036254,0.01766109785202864,0.006250218894017915,0.003171223624462576
Future-only,0.0038186157517899762,0.001802054356574196,0.0012065765049058604,0.00954653937947494,0.0032277132617982303,0.001587360656351398
Past+Future,0.00954653937947494,0.00407984569223603,0.0024540667500094707,0.015274463007159905,0.005511733994434081,0.0028388926942168108
FIR-MIC without future bridge,0.07016706443914081,0.04376282609668875,0.035658597567905445,0.09594272076372315,0.050214832789288955,0.03739917372085589
Per-item + transition/association,0.07255369928400955,0.04558679541592572,0.03730442853354547,0.09785202863961814,0.051988066892297596,0.039063784877679086
FIR-MIC full,0.0711217183770883,0.0452676637378126,0.037264651286131,0.09832935560859188,0.05216513753242234,0.0391651025753119
