variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.0711217183770883,0.0452676637378126,0.037264651286131,0.09832935560859188,0.05216513753242234,0.0391651025753119,51.77843360800034,1.0131438410502518,363155,591.7294921875
FIR-MIC image-only,0.04105011933174224,0.02222324665811286,0.01651380838731674,0.06157517899761337,0.027373614858433114,0.01790761525030424,47.70808535499964,1.0485071813849385,363155,967.9560546875
FIR-MIC text-only,0.07064439140811456,0.04331984420286619,0.03499374928969201,0.09976133651551312,0.050635930837252104,0.03697833471509554,47.46994842799904,0.9730219894974006,363155,966.27783203125
