trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,5,10,0.040166600798739245,0.07001166861143523,0.03111614281392578,0.09179307662388175,0.045493340707208126,0.032483577967635686,0.05,0.2,0.2,684.9376563140031,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 836, ""min_warm_cluster"": 176}"
2,32,64,0.001,0.0001,0.15,0.1,2,7,0.039631993389893795,0.06923376118241929,0.030666530841560014,0.09218203033838973,0.04538382375207129,0.03221876984259078,0.1,0.2,0.2,469.87703486800456,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 836, ""min_warm_cluster"": 176}"
3,64,64,0.0005,0.0001,0.15,0.1,5,10,0.04006454884446369,0.06690003889537145,0.03188586986720009,0.08907040062232595,0.0456001367048636,0.033369422375865404,0.1,0.2,0.2,668.012488661996,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 486, ""min_warm_cluster"": 25}"
4,64,64,0.001,0.0001,0.15,0.1,8,13,0.0399253628048222,0.07001166861143523,0.03079973205410778,0.09062621548035783,0.04504792910173608,0.03215967510499701,0.05,0.2,0.2,867.354566105998,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 486, ""min_warm_cluster"": 25}"
