variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06142941523922032,0.032223872517623625,0.023401213212199626,0.0915534554046072,0.039681021353364675,0.025364562672664324
Past-only,0.014766686355581808,0.007260244223264302,0.005030752210315116,0.029533372711163616,0.010895755880841436,0.00597895510328603
Future-only,0.005906674542232723,0.002919010424068519,0.0020155354916134597,0.013585351447135264,0.004822393083310866,0.0025184080843973426
Past+Future,0.013585351447135264,0.006732340037346479,0.004687133762739197,0.02362669816893089,0.009188712126977498,0.005319201856139603
FIR-MIC without future bridge,0.06142941523922032,0.033116972825059605,0.024615831762907957,0.09096278795038393,0.04041934934821057,0.02653368039896341
Per-item + transition/association,0.060838747784997045,0.03340356739466841,0.025100554102326103,0.09568812758417011,0.04210585790937174,0.0274321885108378
FIR-MIC full,0.060838747784997045,0.03340356739466841,0.025100554102326103,0.09568812758417011,0.04210585790937174,0.0274321885108378
