variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.060838747784997045,0.03340356739466841,0.025100554102326103,0.09568812758417011,0.04210585790937174,0.0274321885108378,9.586382096000307,0.899807089190956,363155,510.69775390625
FIR-MIC image-only,0.03071470761961016,0.018616043386868484,0.01484661397537948,0.0448907265209687,0.022090828882929747,0.015743171622210058,8.680750976996933,0.9285499621968294,363155,807.26904296875
FIR-MIC text-only,0.055522740696987594,0.030672858999441426,0.023096269419364514,0.0915534554046072,0.03980685273806592,0.02561722810408895,8.438995328000601,0.8731919633791658,363155,768.158203125
