variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06873508353221958,0.04370372463879622,0.03603004129257112,0.09880668257756563,0.05127623693350676,0.03809430163099152
Past-only,0.010023866348448688,0.004728337817840837,0.003099215819979543,0.01909307875894988,0.006983914425639662,0.003698547219110701
Future-only,0.002386634844868735,0.0009972300391443637,0.0005833996287456909,0.006205250596658711,0.00196911645690306,0.0008533703104108832
Past+Future,0.010023866348448688,0.004258210692962621,0.0025472591582376787,0.016706443914081145,0.005919516680830125,0.0029887719644031666
FIR-MIC without future bridge,0.07064439140811456,0.04428846225388739,0.03622267681933553,0.09498806682577565,0.05041572670830916,0.037891457519478686
Per-item + transition/association,0.07398568019093078,0.046485771044004094,0.03802648028185021,0.10405727923627685,0.0539948539269349,0.04003966480133382
FIR-MIC full,0.07159904534606205,0.04597837260925145,0.038001477440618256,0.10023866348448687,0.053222988755984524,0.03999144775381134
