variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.047697368421052634,0.025836370616587074,0.01923167293233083,0.07072368421052631,0.03166697641941502,0.02083422300331519,2.6313359670002683,0.7699136266455154,371379,313.2294921875
FIR-MIC image-only,0.03125,0.016706242575062386,0.012486293859649125,0.06414473684210527,0.02501062549852331,0.01476225449302431,2.323267355000098,0.6808017384879637,371379,420.97412109375
FIR-MIC text-only,0.047697368421052634,0.025004295558847003,0.018265063700918963,0.0805921052631579,0.033383818317743404,0.02059886808046027,2.373382801999469,0.6829709851971482,371379,341.2802734375
