model,lambda_z,lambda_next,lambda_fine,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor,0,0,0,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Anchor+fine,0,0,0.05,0.049342105263157895,0.02611026906454134,0.01915204678362573,0.07894736842105263,0.033387630810189986,0.02103875632485397
Anchor+future-no-router,0,0.1,0.05,0.049342105263157895,0.02649716503564417,0.019610876148705093,0.07730263157894737,0.03354296111381944,0.021532970168806082
Anchor+router,0.0,0,0.05,0.049342105263157895,0.02611026906454134,0.01915204678362573,0.07894736842105263,0.033387630810189986,0.02103875632485397
Full FIR-MIC,0.0,0.1,0.05,0.049342105263157895,0.02649716503564417,0.019610876148705093,0.07730263157894737,0.03354296111381944,0.021532970168806082
