variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Past-only,0.02138157894736842,0.009407034492830223,0.005859048663324979,0.044407894736842105,0.01514676187042472,0.007393354733196575
Future-only,0.023026315789473683,0.009882470062432012,0.0060235223475355055,0.044407894736842105,0.015177726791297367,0.007420767013898328
Past+Future,0.02138157894736842,0.009369413022806063,0.0058198882623224715,0.044407894736842105,0.015109140400400562,0.007354194332194067
FIR-MIC without future bridge,0.05098684210526316,0.026023712480913574,0.01858291562238931,0.0756578947368421,0.03210639362575531,0.02016869700884183
Per-item + transition/association,0.049342105263157895,0.02636147165959329,0.019446402464494573,0.07236842105263158,0.032094420849020755,0.020974036659504928
FIR-MIC full,0.046052631578947366,0.02578112961521964,0.019544956140350876,0.07401315789473684,0.03279316614973452,0.02144462397264306
