epoch,loss,rank_loss,next_loss,route_loss
1,33.921408066382774,33.02822971343994,3.8408946165671716,0.7152523054526403
2,32.21018959925725,31.489946585435135,2.937627049592825,0.6486654969362112
3,31.730757786677433,31.076321235069862,2.5680580872755785,0.6283324062824249
4,31.316413145798904,30.597307131840633,3.001244856761052,0.5258824630425527
5,30.890367581294132,30.15481633406419,3.1373546031805186,0.4382566660642624
6,30.373403622553898,29.612760690542366,3.3317195910673876,0.3668291660455557
7,29.830391663771408,29.020850621736965,3.695662388434777,0.2691509391252811
8,29.300071202791653,28.461702053363506,3.895054056094243,0.22405816270754889
9,28.809407454270584,27.964943959162785,3.9442042845946093,0.20558886058055437
10,28.478841194739708,27.627106153048,3.997033577698928,0.19053113002043504
11,28.127726554870605,27.271045758174015,4.026506543159485,0.18603694381622168
12,27.943784493666428,27.078470670259914,4.077538728713989,0.17925521960625282
13,27.658591197087215,26.791267835176907,4.089503710086529,0.17777064442634583
14,27.389716735252968,26.520020705003006,4.101642810381376,0.17732515128759238
15,27.429648032555214,26.558930763831505,4.108657195017888,0.17670547045194185
16,27.189252633314865,26.31705203423133,4.121087074279785,0.17210321644177803
17,27.047622827383186,26.174099848820614,4.128769306036142,0.17124998569488525
18,26.88811236161452,26.013956510103664,4.134510663839487,0.1697444967352427
19,26.51868409376878,25.643387354337253,4.141346197861892,0.17057515566165632
20,26.443517391498272,25.567169189453125,4.150277816332304,0.1685761442551246
