variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.046052631578947366,0.02578112961521964,0.019544956140350876,0.07401315789473684,0.03279316614973452,0.02144462397264306,7.511014171999705,0.6758268569088063,371379,314.1044921875
FIR-MIC image-only,0.03453947368421053,0.019905456284455,0.015670687134502925,0.06085526315789474,0.0263924887812394,0.01736114973681425,6.850804577999952,0.7269253519732382,371379,420.97412109375
FIR-MIC text-only,0.049342105263157895,0.026034867008097456,0.019089390142021722,0.07401315789473684,0.03215277979514015,0.0207041426357282,6.826663056000143,0.6647168634865346,371379,343.1552734375
