model,lambda_z,lambda_next,lambda_fine,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor,0,0,0,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Anchor+fine,0,0,0.1,0.049342105263157895,0.026164636824774785,0.01920360797827903,0.0805921052631579,0.033766270838560146,0.02113217449198232
Anchor+future-no-router,0,0.1,0.1,0.049342105263157895,0.026048776725209954,0.01904827172096909,0.0756578947368421,0.03259652747811671,0.020786458509681888
Anchor+router,0.0,0,0.1,0.049342105263157895,0.026164636824774785,0.01920360797827903,0.0805921052631579,0.033766270838560146,0.02113217449198232
Full FIR-MIC,0.0,0.1,0.1,0.049342105263157895,0.026048776725209954,0.01904827172096909,0.0756578947368421,0.03259652747811671,0.020786458509681888
