variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06873508353221958,0.04370372463879622,0.03603004129257112,0.09880668257756563,0.05127623693350676,0.03809430163099152
Past-only,0.010978520286396181,0.004574626789940572,0.0026754934272834032,0.020047732696897375,0.00675324095588502,0.003215329065872524
Future-only,0.006682577565632458,0.0027996834092890773,0.001618176307913778,0.010978520286396181,0.0038518588607940793,0.0018882129747598909
Past+Future,0.009069212410501194,0.003691429410361,0.0021049740500814484,0.01909307875894988,0.006196665290979565,0.0027770345387109464
FIR-MIC without future bridge,0.0720763723150358,0.04434135881307247,0.03586884873281054,0.0954653937947494,0.050168842486177964,0.03742496405578193
Per-item + transition/association,0.0720763723150358,0.045229371850657306,0.03700098496041217,0.10023866348448687,0.05228166142578976,0.038902793381926946
FIR-MIC full,0.07398568019093078,0.0459486539800177,0.037418456642800316,0.09832935560859188,0.052039535149125286,0.03905766895298583
