epoch,loss,rank_loss,next_loss,route_loss
1,25.519393812526356,24.746111154556274,3.226547682827169,0.6255512860688296
2,23.98307683251121,23.206142902374268,3.430093927816911,0.4825588027861985
3,23.410245180130005,22.64527136629278,3.4228926517746667,0.39017151126807387
4,23.041734196922995,22.28607060692527,3.396234929561615,0.33578572964126413
5,22.833400271155618,22.07919489253651,3.399372788992795,0.3012544174085964
6,22.6519108468836,21.895395809953865,3.4060692218216984,0.29034108397635544
7,22.47779072414745,21.716847398064353,3.425515892830762,0.286634930155494
8,22.250668677416716,21.486238934777,3.43813801353628,0.2892019206827337
9,22.077883395281706,21.31233700838956,3.441450826146386,0.29108304530382156
10,21.86707442457026,21.09960488839583,3.4438936520706522,0.29691715572368016
11,21.720880031585693,20.952692573720757,3.4450821524316613,0.29894423992796376
12,21.76863258535212,20.999852202155374,3.4458619085225193,0.2997336861762134
