variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06142941523922032,0.032223872517623625,0.023401213212199626,0.0915534554046072,0.039681021353364675,0.025364562672664324
Past-only,0.03721204961606615,0.017929477041552924,0.012189547998762412,0.06733608978145304,0.025564110633520248,0.01429465189513851
Future-only,0.006497341996455995,0.003117386653042749,0.0020926504092481646,0.01535735380980508,0.005363579332604674,0.0027125799036041356
Past+Future,0.040756054341405785,0.018225489402123988,0.0116417742525244,0.06556408741878322,0.024458857199312345,0.01333283712281461
FIR-MIC without future bridge,0.06202008269344359,0.032987657355806506,0.024358235123149476,0.0897814530419374,0.03988286105520758,0.02618539354265043
Per-item + transition/association,0.05906674542232723,0.03235605966935611,0.02422322541932701,0.09450679267572357,0.04134740632374025,0.02670862045822043
FIR-MIC full,0.05906674542232723,0.03235605966935611,0.02422322541932701,0.09450679267572357,0.04134740632374025,0.02670862045822043
