variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Past-only,0.019736842105263157,0.008749284696897742,0.005548376148705096,0.046052631578947366,0.015148789321425108,0.007173488180342099
Future-only,0.01644736842105263,0.007843481532277813,0.0053656276106934,0.03618421052631579,0.01270703207088945,0.006634362817593122
Past+Future,0.019736842105263157,0.008993287088250484,0.005863617376775272,0.04276315789473684,0.01462653135943739,0.007307417948623443
FIR-MIC without future bridge,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Per-item + transition/association,0.047697368421052634,0.02535233685080245,0.018552892648287383,0.07894736842105263,0.0330526822536183,0.020560693535706775
FIR-MIC full,0.047697368421052634,0.025953904718593487,0.01942943295739348,0.07894736842105263,0.0336513637777841,0.02143266513136258
