variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.0637920850561134,0.03382381836799315,0.024859599283698516,0.09864146485528648,0.04252166989207754,0.027187600352165248,43.55268244600302,0.8955365682226522,371379,510.69775390625
FIR-MIC image-only,0.028942705256940343,0.016415734154226366,0.01253082252786919,0.040756054341405785,0.019392897904115976,0.013343837787984054,39.80662780399871,0.9105223862964377,371379,812.5087890625
FIR-MIC text-only,0.06024808033077377,0.03200434203755195,0.023498485828668935,0.09273479031305375,0.04029640250890359,0.025813290690452892,39.779876137996325,0.8618012026003017,371379,774.23486328125
