variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06142941523922032,0.032223872517623625,0.023401213212199626,0.0915534554046072,0.039681021353364675,0.025364562672664324
Past-only,0.0383933845245127,0.01831634034084762,0.012280257643518129,0.05906674542232723,0.023455157116646093,0.013645188906280378
Future-only,0.00767867690490254,0.003468961851993263,0.002242661191273123,0.014176018901358535,0.005089311748280296,0.0026745065233998904
Past+Future,0.03484937979917307,0.017271911456579567,0.012035083771646088,0.05729474305965741,0.02294512851576278,0.013591600322406831
FIR-MIC without future bridge,0.06142941523922032,0.032678070034719724,0.024019070120664923,0.0915534554046072,0.04014285474785558,0.025988103681103814
Per-item + transition/association,0.0637920850561134,0.03382381836799315,0.024859599283698516,0.09864146485528648,0.04252166989207754,0.027187600352165248
FIR-MIC full,0.0637920850561134,0.03382381836799315,0.024859599283698516,0.09864146485528648,0.04252166989207754,0.027187600352165248
