epoch,loss,rank_loss,next_loss,route_loss
1,33.528003032390885,32.61568847069373,4.146986557887151,0.47423818363593173
2,31.65392802311824,30.754286399254433,4.166782525869516,0.4020646260334895
3,30.567808811481182,29.676127213698166,4.162348490494948,0.34074585942121655
4,30.146137971144455,29.259456634521484,4.164138665566077,0.2897271170065953
5,29.5444886134221,28.661611557006836,4.1681072528545675,0.2483776148695212
6,29.11796892606295,28.237860752986027,4.172355908613938,0.21471194521738932
7,28.692237560565655,27.814711424020622,4.172380135609553,0.19026005325409082
8,28.404825870807354,27.52961723621075,4.172308903474074,0.169868603348732
9,28.218520457927998,27.345757411076473,4.170728628452007,0.14776053451574767
10,27.6478821681096,26.77684681232159,4.170658716788659,0.12984160333871841
11,27.161660781273476,26.291846862206093,4.170079066203191,0.11802247080665368
12,27.064034461975098,26.19548049339881,4.168501193706806,0.10875553179245728
13,26.82344003824087,25.9557795891395,4.166065637881939,0.1021252555342821
14,26.53879400400015,25.671694315396824,4.165069341659546,0.09807081004747978
15,26.19738145974966,25.330715766319862,4.164439366413997,0.09428696133769475
16,25.698189735412598,24.83174881568322,4.163495595638569,0.09202048956201626
17,25.72557207254263,24.859305455134464,4.16270085481497,0.09043591412214133
18,25.861132401686447,24.99503597846398,4.1619956493377686,0.08918701542111543
19,25.63407905285175,24.768029066232536,4.162091200168316,0.08833836620816818
20,25.271709295419548,24.405854591956505,4.161920547485352,0.0867348972421426
