variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Past-only,0.029605263157894735,0.013560564155586805,0.008805216165413533,0.054276315789473686,0.019801502244979136,0.010521877825476896
Future-only,0.018092105263157895,0.007472959437645304,0.004406197786131996,0.046052631578947366,0.014428482019986722,0.00625003862570314
Past+Future,0.03125,0.013473247162864988,0.008334638680033417,0.0625,0.021122169023768726,0.010308081492279287
FIR-MIC without future bridge,0.049342105263157895,0.02628182004621744,0.01933675334168755,0.07894736842105263,0.033650959414544386,0.021294884874338903
Per-item + transition/association,0.047697368421052634,0.02646172702450833,0.020044251253132833,0.0756578947368421,0.033549551610056245,0.021997774506952956
FIR-MIC full,0.05098684210526316,0.027512737093438325,0.02049394319131161,0.0756578947368421,0.03364530178206822,0.022118067897128307
