variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.05098684210526316,0.027512737093438325,0.02049394319131161,0.0756578947368421,0.03364530178206822,0.022118067897128307,5.197773187000166,0.7058243388162042,371379,314.1044921875
FIR-MIC image-only,0.03453947368421053,0.017673024856666195,0.012818504594820385,0.06414473684210527,0.025128724643092005,0.01484758287508257,4.695923600000242,0.6887314835532714,371379,420.97412109375
FIR-MIC text-only,0.05263157894736842,0.026483183297079087,0.01872585108604845,0.07401315789473684,0.031914965427980856,0.020229070304050956,4.633150524000484,0.674421666118226,371379,343.1552734375
