trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,2,7,0.03920984235147659,0.06962271489692727,0.030040346230544596,0.09334889148191365,0.04521403320727733,0.031691859451865374,0.1,0.2,0.2,480.2363167750009,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 1314, ""min_warm_cluster"": 178}"
2,32,64,0.001,0.0001,0.15,0.1,2,7,0.040108504984915035,0.06962271489692727,0.03115534687880079,0.09529366005445351,0.046530412919389585,0.0328812386208046,0.05,0.2,0.2,481.5572391789974,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 1314, ""min_warm_cluster"": 178}"
3,64,64,0.0005,0.0001,0.15,0.1,11,16,0.039616879414058635,0.07001166861143523,0.030367252566785824,0.08907040062232595,0.04437066648888789,0.031637533942129856,0.05,0.2,0.2,1108.6779346190015,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 468, ""min_warm_cluster"": 89}"
4,64,64,0.001,0.0001,0.15,0.1,6,11,0.03934622310967234,0.06690003889537145,0.030980780747408523,0.09023726176584987,0.04523440714566163,0.03259179088558159,0.05,0.2,0.2,758.6137440609964,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 468, ""min_warm_cluster"": 89}"
