variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.0711217183770883,0.04479719014422341,0.03669375307800129,0.10119331742243437,0.05227324491634882,0.03867845704134006,21.66317233299924,1.019720909785705,363155,590.9794921875
FIR-MIC image-only,0.04009546539379475,0.021748148294515525,0.016193885668826003,0.059665871121718374,0.026700952606902837,0.017555237201509102,19.784016837002127,1.0440553226729083,363155,968.0283203125
FIR-MIC text-only,0.06921241050119331,0.04305897116949649,0.03502235102473766,0.0954653937947494,0.04970597231891719,0.036852609927212586,19.678516029001912,0.9880283952266676,363155,965.95751953125
