variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06873508353221958,0.04370372463879622,0.03603004129257112,0.09880668257756563,0.05127623693350676,0.03809430163099152
Past-only,0.007159904534606206,0.003155498215680637,0.00201935826040838,0.014319809069212411,0.005006450277201951,0.0025490397677604432
Future-only,0.0038186157517899762,0.0019703720238079254,0.00140735689661704,0.010978520286396181,0.0037868390404994594,0.0019097204344956254
Past+Future,0.007159904534606206,0.00297844466859984,0.0017645944614918363,0.012887828162291169,0.004452193032288868,0.002181880234666982
FIR-MIC without future bridge,0.07064439140811456,0.0440368330355215,0.035893093912186994,0.09498806682577565,0.05018049307653158,0.03757535045902233
Per-item + transition/association,0.07255369928400955,0.046729576977765384,0.03880668257756563,0.1026252983293556,0.0543616336500288,0.04091807045448695
FIR-MIC full,0.0720763723150358,0.046553915944700056,0.03873546236314733,0.10071599045346062,0.05382197591461681,0.040744878569235546
