epoch,loss,rank_loss,next_loss,route_loss
1,25.176000920209017,24.25292671810497,4.0743669677864425,0.49809967150742357
2,23.426869999278676,22.529730580069803,4.142163558439775,0.24291612140157007
3,22.93129483136264,22.043581095608797,4.10114172371951,0.1822747325694019
4,22.6091506914659,21.716399582949553,4.098703839562156,0.20148100077428602
5,22.351323777979072,21.453770399093628,4.117851235649803,0.20570165680890734
6,22.172031445936724,21.271538268436085,4.131201847033068,0.20676256157457829
7,22.028548435731366,21.12562656402588,4.138620073145086,0.2100663838738745
8,21.916725808923896,21.01252443140203,4.1498288403857835,0.2041392560032281
9,21.757520523938265,20.851621887900613,4.151980817317963,0.211661708117886
10,21.522438157688487,20.61487137187611,4.153342209079049,0.21945437416434288
11,21.387900937687267,20.47938189723275,4.155027850107714,0.22377583435313267
