epoch,loss,rank_loss,next_loss,route_loss
1,25.496749552813444,24.57607878338207,4.200823534618724,0.4890157228166407
2,23.689057957042348,22.802786111831665,4.155384014953267,0.27106739716096356
3,23.127416935834017,22.248584205454048,4.151753349737688,0.18283896232870492
4,22.703656153245404,21.82593525539745,4.147081824866208,0.16423223049125887
5,22.385102597149935,21.50527628985318,4.151371945034374,0.164977344091643
6,22.021352995525707,21.140893069180574,4.161539034409956,0.15509362840517002
7,21.674444913864136,20.79361284862865,4.162826283411547,0.15194487842646512
8,21.490024956789885,20.609846006740224,4.163002252578735,0.1467787574299357
9,21.318447134711526,20.439180049029265,4.16168594902212,0.14201333407651295
10,21.041044907136396,20.162683725357056,4.162827838550914,0.1357381111857566
11,20.861368331042204,19.985046809369866,4.161769005385312,0.12614549552513796
