epoch,loss,rank_loss,next_loss,route_loss
1,28.98956923051314,28.07783521305431,4.077266985719854,0.4906156547367573
2,27.022317084399138,26.11375659162348,4.24067764932459,0.23713875968347897
3,26.375560760498047,25.473846023732964,4.225361986593767,0.1617464663630182
4,25.943911335685037,25.04058144309304,4.224148950793526,0.1592997061935338
5,25.55430542338978,24.653808918866243,4.20833310213956,0.1613255197351629
6,25.163531931963835,24.266343788667157,4.203822634436867,0.15004315616732294
7,24.921835704283282,24.027880928733133,4.199857104908336,0.13768014768985185
8,24.677083492279053,23.786128932779487,4.196393354372545,0.12508456646041435
9,24.379481293938376,23.4897677898407,4.193806653672999,0.12072307895869017
10,24.211024436083708,23.321883158250287,4.192786904898557,0.11802857648581266
11,24.12812248143283,23.23900229280645,4.192328637296503,0.11872197704559023
