variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06142941523922032,0.032223872517623625,0.023401213212199626,0.0915534554046072,0.039681021353364675,0.025364562672664324
Past-only,0.009450679267572357,0.0048507015734281945,0.0034052447519665476,0.024217365623154165,0.008627077451158663,0.00446291297625054
Future-only,0.005906674542232723,0.0023331000114668187,0.0012671223244170675,0.016538688718251624,0.004959449848858264,0.0019575198075634215
Past+Future,0.012404016538688719,0.005651677734943902,0.003678545645468268,0.02835203780271707,0.00951869846137952,0.0046541553896095175
FIR-MIC without future bridge,0.0596574128765505,0.03223778525041508,0.024031492888551366,0.09096278795038393,0.04012453375474476,0.026182850016350366
Per-item + transition/association,0.060838747784997045,0.03274119176145352,0.02433620228953956,0.09686946249261666,0.04185980556044058,0.026840929857745593
FIR-MIC full,0.060838747784997045,0.03274119176145352,0.02433620228953956,0.09686946249261666,0.04185980556044058,0.026840929857745593
