trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,4,9,0.05147360983628922,0.08721804511278196,0.04069877073636472,0.12180451127819548,0.05993451860099075,0.04287028913806772,0.05,0.1,0.2,91.61792813900001,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 204, ""min_warm_cluster"": 53}"
2,32,64,0.001,0.0001,0.15,0.1,5,10,0.050969842521262285,0.08571428571428572,0.04038727771810479,0.11278195488721804,0.05776885422372406,0.042232712739125836,0.2,0.1,0.1,100.37369565999984,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 204, ""min_warm_cluster"": 53}"
3,64,64,0.0005,0.0001,0.15,0.1,7,12,0.05239436123890738,0.0887218045112782,0.041398734932569514,0.12180451127819548,0.06052259183785066,0.043507264576016176,0.0,0.1,0.1,120.17205430600006,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 140, ""min_warm_cluster"": 4}"
4,64,64,0.001,0.0001,0.15,0.1,2,7,0.051651923138218606,0.08421052631578947,0.04170426065162908,0.12030075187969924,0.06047223103370839,0.04396895596469609,0.2,0.0,0.2,70.06812377699998,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 140, ""min_warm_cluster"": 4}"
