epoch,loss,rank_loss,next_loss,route_loss
1,33.58335751753587,32.6359167098999,4.308478667185857,0.5030753142558612
2,31.48108203594501,30.580001390897312,4.177724819916945,0.3986075405891125
3,30.753484872671272,29.86333781022292,4.164504289627075,0.3138656054551785
4,29.916837985698994,29.031996213472805,4.160468211540809,0.25756110079013383
5,29.190090326162483,28.309626139127293,4.150853633880615,0.22016238879698974
6,28.660961371201736,27.781362313490646,4.153751593369704,0.19779315304297668
7,28.686838296743538,27.807366958031288,4.155976992387038,0.18533232865425256
8,28.16257073329045,27.283533316392166,4.150995786373432,0.18226797534869268
9,28.229693779578575,27.35062914628249,4.1512364240793085,0.17816643302257246
10,27.657898902893066,26.778529680692234,4.153846098826482,0.1748678867633526
11,27.56660322042612,26.687210523165188,4.152823814978967,0.1765233392898853
12,27.413275425250713,26.533400755662186,4.157100512431218,0.17470964846702722
13,27.276641038747933,26.39688513829158,4.159201255211463,0.1719923082452554
14,27.056023671076847,26.175890775827263,4.155387621659499,0.1767998572725516
15,26.49573494837834,25.616786076472355,4.159918051499587,0.16828536356870943
16,26.50634919680082,25.6278866987962,4.159142164083628,0.16764625849632117
17,26.31324944129357,25.435493762676533,4.159369175250713,0.16460295422719076
18,25.872842201819786,24.99440758044903,4.159201328571026,0.16676130890846252
19,26.060605856088493,25.18218942788931,4.160448734576885,0.16521113136639962
20,25.758842394902157,24.880472623384914,4.1597394576439495,0.1657297181395384
