variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.047697368421052634,0.026410316911239542,0.019980289264828737,0.08223684210526316,0.03478339527537892,0.022086912342801315,10.538534742998309,0.6917448700661273,363155,314.1044921875
FIR-MIC image-only,0.03125,0.01816700317577129,0.014286366959064326,0.05592105263157895,0.02435489574637285,0.01596136994692885,9.582263207001233,0.6686933273032848,363155,417.93798828125
FIR-MIC text-only,0.049342105263157895,0.025056249529217017,0.017966139306599835,0.07894736842105263,0.03229877936460042,0.019830852672122836,9.709646172001158,0.7137593552634395,363155,340.134765625
