variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Past-only,0.018092105263157895,0.007504933579666409,0.004321350250626566,0.04276315789473684,0.013723769417084931,0.006018058050491955
Future-only,0.01644736842105263,0.005998810932498586,0.002987285923141186,0.03618421052631579,0.01095385224285527,0.004329041343831245
Past+Future,0.01644736842105263,0.00701398899050103,0.004143823099415205,0.039473684210526314,0.01290469933113845,0.005794950351087817
FIR-MIC without future bridge,0.047697368421052634,0.024649055407452394,0.01774423036758563,0.07730263157894737,0.03203039101232831,0.01971247833716263
Per-item + transition/association,0.047697368421052634,0.026410316911239542,0.019980289264828737,0.08223684210526316,0.03478339527537892,0.022086912342801315
FIR-MIC full,0.047697368421052634,0.026410316911239542,0.019980289264828737,0.08223684210526316,0.03478339527537892,0.022086912342801315
