dataset,seed,group,n_users,average_history_length,average_interest_diversity,gain_pct_Recall@10,gain_pct_NDCG@10,gain_pct_MRR@10,gain_pct_Recall@20,gain_pct_NDCG@20,gain_pct_MRR@20
baby,2022,High,173,2.658959537572254,0.8004112267339161,100.0,129.42005523109881,172.33716475095784,19.99999999999999,57.677403654553714,121.26814779590786
baby,2022,Low,174,2.6839080459770117,0.6057161103034842,-11.11111111111111,-6.092581644681801,-1.75072277545778,-25.0,-15.608431127449679,-5.318678484632911
baby,2022,Medium,174,3.5689655172413794,0.7212311041423645,14.285714285714285,150.14391595983142,430.14769765421374,60.0,150.06820774918,369.7685913078691
baby,2022,Single-history,87,1.0,,0.0,21.15571401241641,43.99999999999999,-40.0,-25.722636801968214,1.8228333866325575
baby,2023,High,173,2.658959537572254,0.8004112267339161,100.0,132.8696217334394,179.42857142857144,116.66666666666669,137.9914495032409,177.10851648351647
baby,2023,Low,174,2.6839080459770117,0.6057161103034842,0.0,-9.096359443588332,-15.122923588039873,-12.5,-15.514440875389658,-18.355495442514805
baby,2023,Medium,174,3.5689655172413794,0.7212311041423645,33.33333333333333,86.43094654331784,128.66894197952215,0.0,41.61871797501732,99.03770844356187
baby,2023,Single-history,87,1.0,,0.0,5.873522375705808,11.11111111111111,0.0,5.163496190323522,11.281271919569797
baby,2024,High,173,2.658959537572254,0.8004112267339161,12.500000000000009,10.897473501776757,8.92601431980908,33.333333333333314,23.847295670409512,15.331778567108843
baby,2024,Low,174,2.6839080459770117,0.6057161103034842,0.0,-16.13714301069446,-25.656934306569344,-7.142857142857134,-15.03191249082886,-23.190276210820333
baby,2024,Medium,174,3.5689655172413794,0.7212311041423645,14.285714285714285,71.37673673353176,119.88636363636367,55.55555555555555,87.5124442864817,124.17970849647097
baby,2024,Single-history,87,1.0,,33.33333333333333,94.88954769597132,210.3664921465968,-50.0,-15.455002725759142,66.73174282783494
baby,2025,High,173,2.658959537572254,0.8004112267339161,900.0000000000001,782.7059887793948,726.1904761904761,160.00000000000003,247.6102715895381,403.0317592803365
baby,2025,Low,174,2.6839080459770117,0.6057161103034842,28.57142857142857,25.98277277302552,21.78423236514521,0.0,9.231009554101231,16.327288549387518
baby,2025,Medium,174,3.5689655172413794,0.7212311041423645,0.0,58.2159791026694,116.58354114713218,18.18181818181818,61.315147309549424,115.0835357309833
baby,2025,Single-history,87,1.0,,0.0,18.059429745242756,37.7049180327869,-42.857142857142854,-23.40424752358874,6.49972880130176
baby,2026,High,173,2.658959537572254,0.8004112267339161,66.66666666666667,83.50755105402659,100.19656019656017,44.44444444444444,64.30133792008564,88.07267176954765
baby,2026,Low,174,2.6839080459770117,0.6057161103034842,-36.363636363636374,-28.85722644740014,-22.84090909090909,-33.33333333333333,-27.96403359992358,-22.381421338078503
baby,2026,Medium,174,3.5689655172413794,0.7212311041423645,0.0,46.223692013083976,84.14985590778099,25.00000000000001,52.351830451700955,84.2504946076113
baby,2026,Single-history,87,1.0,,0.0,23.975508070094946,56.52173913043478,-44.44444444444444,-29.36777707550923,2.138845046885146
