trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,13,18,0.03947200594035259,0.07117852975495916,0.02994866428355343,0.09257098405289771,0.04486015694951657,0.0314161526057007,0.05,0.2,0.1,1242.3203340140003,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 951, ""min_warm_cluster"": 179}"
2,32,64,0.001,0.0001,0.15,0.1,2,7,0.04020804819569727,0.07078957604045119,0.03097074821112161,0.09373784519642163,0.04597681416367893,0.03253678221061201,0.2,0.2,0.1,467.76982184200006,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 951, ""min_warm_cluster"": 179}"
3,64,64,0.0005,0.0001,0.15,0.1,2,7,0.039767938860101285,0.06884480746791131,0.030901292190673755,0.09179307662388175,0.045493258591939506,0.03243200377851819,0.0,0.2,0.2,460.75293189700005,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 446, ""min_warm_cluster"": 98}"
4,64,64,0.001,0.0001,0.15,0.1,7,12,0.039768398923555555,0.06962271489692727,0.030767936631413872,0.08945935433683391,0.044720076298115086,0.03209253365199119,0.0,0.2,0.2,792.6603951770003,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 446, ""min_warm_cluster"": 98}"
