variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.07255369928400955,0.045688761372617744,0.03743474637269387,0.10214797136038187,0.05319527157747763,0.03950724469675311,20.522490702999676,1.0095677431981909,363155,591.7294921875
FIR-MIC image-only,0.03818615751789976,0.021204435050541516,0.015972080160624312,0.057756563245823386,0.02602909621365578,0.01723443387683396,18.399441020999802,1.0346925961816102,363155,967.9560546875
FIR-MIC text-only,0.07064439140811456,0.042952589025639795,0.034556578399060504,0.09594272076372315,0.04933184949179365,0.036301664195514366,18.639234997999665,0.9596915026252826,363155,966.27783203125
