model,lambda_z,lambda_next,lambda_fine,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor,0,0,0,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Anchor+fine,0,0,0.0,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Anchor+future-no-router,0,0.1,0.0,0.049342105263157895,0.02614737232503949,0.019183375104427736,0.0805921052631579,0.03398874291208803,0.021301964880235006
Anchor+router,0.0,0,0.0,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Full FIR-MIC,0.0,0.1,0.0,0.049342105263157895,0.02614737232503949,0.019183375104427736,0.0805921052631579,0.03398874291208803,0.021301964880235006
