epoch,loss,rank_loss,next_loss,route_loss
1,33.642783605135406,32.68043173276461,4.315036920400766,0.6188323566546807
2,31.724826445946327,30.810941769526554,4.1650881217076225,0.5201085943442124
3,30.493299630972054,29.591242643503044,4.162750005722046,0.41963806404517245
4,29.997043242821327,29.101412993211014,4.168765966708843,0.3486594339975944
5,29.283731900728664,28.394363770118126,4.164661609209501,0.2958655231274091
6,28.84055629143348,27.95594750917875,4.157314740694487,0.25739915726276547
7,28.674654447115383,27.79304365011362,4.1573572892409105,0.22730637742922857
8,28.373925942641037,27.493752479553223,4.158679650380061,0.20773077011108398
9,28.036223264840935,27.15694097372202,4.161951486880962,0.19326217873738363
10,27.80497983785776,26.926731696495644,4.1609188593350925,0.1844277846125456
11,27.490306634169357,26.612852316636307,4.15735622552725,0.1803319310912719
12,27.482836063091572,26.60517091017503,4.160217321836031,0.177427321099318
13,26.9570653621967,26.080543444706844,4.15919122329125,0.17225628116956124
14,27.07531430171086,26.198640163128193,4.1595461918757515,0.17096522221198449
15,26.846567960885857,25.969527831444374,4.161734562653762,0.17132233541745406
16,26.4668031839224,25.59008759718675,4.160834092360276,0.16842176822515634
17,26.45355620751014,25.57761155641996,4.159063504292415,0.1665588766336441
18,26.25428559229924,25.37891564002404,4.162228070772612,0.16100791612496743
19,25.94748592376709,25.07296848297119,4.160237954213069,0.15872659935401037
20,25.703191170325645,24.82867116194505,4.1592063170212965,0.1574680759356572
