variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Past-only,0.03125,0.014587897664979631,0.009730706975772765,0.06414473684210527,0.02287607299211811,0.011985051798058458
Future-only,0.018092105263157895,0.008577053569408119,0.005648887844611528,0.047697368421052634,0.015902257683923577,0.007577204142606621
Past+Future,0.027960526315789474,0.013573925835292608,0.009342366332497912,0.06414473684210527,0.02266634445897031,0.01179960517661145
FIR-MIC without future bridge,0.05098684210526316,0.026078580610168257,0.018632518796992483,0.07894736842105263,0.033015218934199946,0.02046334529689844
Per-item + transition/association,0.049342105263157895,0.0255161734807758,0.018324456975772764,0.07072368421052631,0.03095521102568735,0.019831536623319556
FIR-MIC full,0.049342105263157895,0.0255161734807758,0.018324456975772764,0.07072368421052631,0.03095521102568735,0.019831536623319556
