model,lambda_z,lambda_next,lambda_fine,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor,0,0,0,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Anchor+fine,0,0,0.2,0.047697368421052634,0.026159568666030447,0.01971856725146199,0.0756578947368421,0.033080838584569304,0.021537833941084716
Anchor+future-no-router,0,0.05,0.2,0.046052631578947366,0.025699410978144092,0.019576937134502925,0.07401315789473684,0.03267356863795116,0.021441469375364192
Anchor+router,0.0,0,0.2,0.047697368421052634,0.026159568666030447,0.01971856725146199,0.0756578947368421,0.033080838584569304,0.021537833941084716
Full FIR-MIC,0.0,0.05,0.2,0.046052631578947366,0.025699410978144092,0.019576937134502925,0.07401315789473684,0.03267356863795116,0.021441469375364192
