trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,2,7,0.05213746692581719,0.08571428571428572,0.04193101802124359,0.12030075187969924,0.06072171958296936,0.044199483647038296,0.0,0.1,0.2,83.8743005310007,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 227, ""min_warm_cluster"": 47}"
2,32,64,0.001,0.0001,0.15,0.1,3,8,0.05241460829446505,0.08721804511278196,0.0418999880654016,0.11578947368421053,0.059529148657579016,0.04378982855693207,0.1,0.1,0.2,93.72060072000022,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 227, ""min_warm_cluster"": 47}"
3,64,64,0.0005,0.0001,0.15,0.1,3,8,0.05235795355433836,0.08421052631578947,0.04269781596849266,0.12330827067669173,0.06205420779932487,0.04526098633992207,0.1,0.1,0.2,92.46411352299947,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 134, ""min_warm_cluster"": 6}"
4,64,64,0.001,0.0001,0.15,0.1,1,6,0.052001066097662633,0.08270676691729323,0.04260770975056689,0.11879699248120301,0.06107780641085256,0.0450748135683772,0.1,0.1,0.2,69.26570233200073,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 134, ""min_warm_cluster"": 6}"
