trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,11,16,0.03200789549005455,0.06066734074823053,0.02329954900733465,0.08897876643073811,0.03916099391327427,0.025257081049376014,0.0,0.2,0.2,776.068355579002,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 783, ""min_warm_cluster"": 155}"
2,32,64,0.001,0.0001,0.15,0.1,14,19,0.032988424881986673,0.06066734074823053,0.02459073619336511,0.08341759352881699,0.0387930471605231,0.02621216287143264,0.2,0.2,0.1,895.9739310209989,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 783, ""min_warm_cluster"": 155}"
3,64,64,0.0005,0.0001,0.15,0.1,1,6,0.030819531838151216,0.05813953488372093,0.022601192482385606,0.08897876643073811,0.038437984962998877,0.024596585640553812,0.2,0.2,0.05,278.35913108500245,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 405, ""min_warm_cluster"": 45}"
4,64,64,0.001,0.0001,0.15,0.1,6,11,0.03120002448146402,0.05864509605662285,0.02292519299597156,0.08746208291203236,0.038420902661375454,0.024870168855614796,0.1,0.1,0.1,510.8591152670051,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 405, ""min_warm_cluster"": 45}"
