epoch,loss,rank_loss,next_loss,route_loss
1,25.230362697081134,24.45032408020713,3.5132437348365784,0.4923881065439094
2,23.736022992567584,22.984261100942437,3.47109918160872,0.3027454098178582
3,22.992972699078646,22.249268054962158,3.4769610572944987,0.21489313972944563
4,22.51146446574818,21.77099411054091,3.4789329252459784,0.18093943917615848
5,22.044718807393853,21.305877848105,3.4796662520278585,0.16527352075685153
6,21.7478272264654,21.010027040134776,3.479636484926397,0.1561639110811732
7,21.52817589586431,20.791050325740468,3.4783464805646376,0.15084960142319853
8,21.251180941408332,20.51459540020336,3.478091602975672,0.14774523810906845
9,21.096606720577586,20.360339630733836,3.4772729006680576,0.1462337379767136
10,20.878440477631308,20.142191659320485,3.477411687374115,0.14620270783250983
11,20.81893970749595,20.082852038470183,3.4764623723246832,0.14639003405516798
12,20.586766004562378,19.850581082430754,3.4768796156753194,0.1471398188309236
13,20.50964052026922,19.77358704263514,3.4760560420426456,0.14810430749573492
14,20.376054948026482,19.639926531098105,3.4757373197512194,0.14938252859494902
