epoch,loss,rank_loss,next_loss,route_loss
1,24.891929041255604,24.089623733000323,3.482667150822553,0.49681281366131524
2,23.41312003135681,22.649349386041816,3.4572857970541175,0.29311479204757646
3,22.790117263793945,22.032150918787178,3.4747985899448395,0.20704749108038165
4,22.436496192758735,21.680428223176435,3.4796473031694237,0.1748297070576386
5,22.0743083411997,21.31968209960244,3.4823568734255703,0.15954652276228776
6,21.847747705199502,21.094229546460237,3.4825826341455635,0.1523128253492442
7,21.744689789685335,20.99139812859622,3.4825701036236505,0.14966921796175567
8,21.53382862697948,20.78083044832403,3.482728375629945,0.1493931133300066
9,21.47351995381442,20.72059451450001,3.4824029342694716,0.15042318623851647
10,21.364214301109314,20.611345161091197,3.4822383360429243,0.1525926501913504
11,21.359056277708575,20.606421882456,3.4820528572255913,0.1547786771235141
12,21.206130981445312,20.453753796490755,3.482181494886225,0.15691712160002103
13,21.189162265170705,20.437120957808062,3.4816171608187934,0.1591454945843328
14,21.124543851072136,20.372150096026335,3.481674760580063,0.16138870438391512
