trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,epoch,loss,rank_loss,next_loss,route_loss,validation_lambda_z,validation_lambda_next,validation_lambda_fine,validation_Recall@10,validation_NDCG@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20
1,32,64,0.0005,0.0001,0.15,0.1,1,25.622272209687665,24.838176835667003,3.498251801187342,0.554402232170105,0.0,0.2,0.2,0.05915065722952477,0.031167994215895552,0.022693276838878455,0.0859453993933266,0.037917976116503466,0.02452911653039139
1,32,64,0.0005,0.0001,0.15,0.1,2,24.06472386013378,23.30214420231906,3.46192143722014,0.4328290894627571,0.2,0.1,0.2,0.057633973710819006,0.030719627573696166,0.022537395477233695,0.0839231547017189,0.037354449163303625,0.024350399730529295
1,32,64,0.0005,0.0001,0.15,0.1,3,23.42874893275174,22.674835898659445,3.4617001549764113,0.3484520407562906,0.05,0.1,0.2,0.05611729019211325,0.030087818942309177,0.022153409729243904,0.08695652173913043,0.037820408878192394,0.02423934983492985
1,32,64,0.0005,0.0001,0.15,0.1,4,23.20546637881886,22.456953265450217,3.4680209078572015,0.2867853516204791,0.0,0.2,0.1,0.057633973710819006,0.030805734318632587,0.022689264448617335,0.08543983822042467,0.037770466630315816,0.0245618472918698
1,32,64,0.0005,0.0001,0.15,0.1,5,22.699631799351085,21.954398274421692,3.4730354764244775,0.24520978873426263,0.0,0.1,0.1,0.057633973710819006,0.030616705200304788,0.022422841735278542,0.08543983822042467,0.03758755415803144,0.02430151019418175
1,32,64,0.0005,0.0001,0.15,0.1,6,22.24482420357791,21.501567992297087,3.475139864466407,0.22176691635765813,0.05,0.2,0.1,0.05864509605662285,0.03133242981225178,0.02304115107451811,0.0859453993933266,0.038233235208392155,0.024931200139939772
1,32,64,0.0005,0.0001,0.15,0.1,7,22.021088860251687,21.27920868180015,3.4762633849274027,0.2064866894348101,0.1,0.2,0.05,0.06117290192113246,0.031514664717935015,0.022581130531079976,0.08645096056622852,0.03781343231661127,0.024260440898881703
1,32,64,0.0005,0.0001,0.15,0.1,8,21.71302896196192,20.972390911795877,3.476590023799376,0.19387295571240512,0.0,0.2,0.0,0.05965621840242669,0.031458248035397554,0.022884065995795014,0.08543983822042467,0.03797217205938299,0.02466601490964296
1,32,64,0.0005,0.0001,0.15,0.1,9,21.544963251460683,20.80541354959661,3.476327367804267,0.18362834727899593,0.2,0.2,0.0,0.05915065722952477,0.030921030818180314,0.022379708539971427,0.08796764408493428,0.03810605933306066,0.02429697363228982
1,32,64,0.0005,0.0001,0.15,0.1,10,21.329167398539457,20.59044612537731,3.4759802466089074,0.17568577368828384,0.1,0.2,0.2,0.06066734074823053,0.03164918725254685,0.022880053605533888,0.09251769464105157,0.03965714020063031,0.025054253657531354
1,32,64,0.0005,0.0001,0.15,0.1,11,21.225249333815142,20.487353823401712,3.475543588399887,0.16837468099865047,0.0,0.2,0.2,0.06066734074823053,0.03200789549005455,0.02329954900733465,0.08897876643073811,0.03916099391327427,0.025257081049376014
1,32,64,0.0005,0.0001,0.15,0.1,12,20.975944063880227,20.238680828701366,3.475246253338727,0.16288546659052372,0.05,0.2,0.1,0.05915065722952477,0.031340569656533174,0.022969529908357007,0.08796764408493428,0.0386563396690279,0.02499044093344165
1,32,64,0.0005,0.0001,0.15,0.1,13,20.876987652345136,20.140251007947054,3.474827536127784,0.15847854959693822,0.1,0.2,0.1,0.05712841253791709,0.030771432873473708,0.02274744410740366,0.08645096056622852,0.038189926951353814,0.024785224234819943
1,32,64,0.0005,0.0001,0.15,0.1,14,20.748978506435048,20.012593399394643,3.474366529421373,0.15499381399290127,0.2,0.2,0.05,0.057633973710819006,0.03160967253539822,0.023740109458006323,0.08695652173913043,0.039006236909545244,0.025764109247852246
