trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,4,9,0.04060596462654234,0.07117852975495916,0.031370043155340706,0.0941267989109296,0.04636267122786277,0.032925082443616756,0.1,0.2,0.2,604.3233339630006,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 731, ""min_warm_cluster"": 186}"
2,32,64,0.001,0.0001,0.15,0.1,4,9,0.03984550625005907,0.07001166861143523,0.030644922301865125,0.09373784519642163,0.045744054478240474,0.03221289680967945,0.05,0.2,0.2,598.5283850580017,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 731, ""min_warm_cluster"": 186}"
3,64,64,0.0005,0.0001,0.15,0.1,6,11,0.03933819156239298,0.07040062232594321,0.02994002086767548,0.09257098405289771,0.044892970575874526,0.03143592902629754,0.0,0.2,0.1,731.1574702090002,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 474, ""min_warm_cluster"": 29}"
4,64,64,0.001,0.0001,0.15,0.1,4,9,0.03993069005458102,0.07117852975495916,0.030408154445494003,0.09257098405289771,0.045251891060178455,0.031822022594878444,0.05,0.2,0.2,603.7959717839985,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 474, ""min_warm_cluster"": 29}"
