variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06873508353221958,0.04370372463879622,0.03603004129257112,0.09880668257756563,0.05127623693350676,0.03809430163099152
Past-only,0.029116945107398567,0.014295313532743163,0.009850930029927643,0.04677804295942721,0.018666735011361818,0.01100453807858287
Future-only,0.005250596658711217,0.0023954674955499688,0.001537864151229306,0.00954653937947494,0.0034957657761681233,0.0018465296514536557
Past+Future,0.025775656324582338,0.013398403303000706,0.009615676023790582,0.0486873508353222,0.01911498974243252,0.011144431089032344
FIR-MIC without future bridge,0.06968973747016706,0.043557724565950445,0.035536045762776074,0.0973747016706444,0.0504827204881654,0.037399249855710394
Per-item + transition/association,0.07255369928400955,0.04586102905421888,0.0377573209076789,0.10310262529832935,0.053501249480261893,0.03981282183994672
FIR-MIC full,0.0720763723150358,0.04549704728018977,0.03737451225518051,0.09880668257756563,0.05225948982019491,0.03923478728354705
