epoch,loss,rank_loss,next_loss,route_loss
1,21.052396965476703,20.133713905541402,4.209932718636854,0.43432946081431406
2,19.4970383149273,18.608057163796335,4.170301932208943,0.2585343338970868
3,18.97618136765822,18.094170205997973,4.168062578957036,0.186840794137064
4,18.397035193893146,17.516906684299684,4.174006493586414,0.14775586852206374
5,18.2057533534068,17.32656564352647,4.178570382999924,0.12835374270688812
6,17.913340775471813,17.035284649651004,4.179938392819099,0.11712768898819978
7,17.643408021836912,16.765075950690036,4.1821876246974155,0.11517806112203959
8,17.474655241336464,16.597255315420764,4.182613624716705,0.11026907782509641
9,17.36493072869643,16.488656457865012,4.181419624472564,0.10618921882420215
10,17.079874947385967,16.20400194402011,4.1822140936581595,0.10397613308620902
11,16.927180935751718,16.0512501152654,4.182695195360004,0.1040685292825384
12,16.864468457563866,15.989084234777486,4.181588060451004,0.10296808696299228
13,16.740834982890004,15.865361888453645,4.181344333684669,0.104112196291955
14,16.48802949572509,15.613199395953485,4.1808959403128,0.10270774793231262
15,16.547514335164482,15.67248131644051,4.180732839512375,0.10266037074462422
16,16.4042356599052,15.5297682015401,4.179770964496541,0.10284455022159612
17,16.242207662114556,15.367886952634128,4.180001654714908,0.10251192516594562
18,16.274616439387483,15.400113969478967,4.179980309504383,0.10263475768689839
19,16.19499726565379,15.32092632437652,4.179463543981876,0.10242705286111471
20,16.055402791725015,15.181427312347124,4.179037912836614,0.10262587631367287
