trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,2,7,0.03149855780997215,0.05864509605662285,0.02327447156820261,0.08998988877654196,0.03936021126105211,0.025398450041778983,0.0,0.2,0.2,349.72332914300205,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 668, ""min_warm_cluster"": 102}"
2,32,64,0.001,0.0001,0.15,0.1,2,7,0.03227681818468539,0.0621840242669363,0.02324778917296612,0.09150657229524772,0.03960847193316205,0.025216167080114777,0.0,0.2,0.2,343.07820897000056,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 668, ""min_warm_cluster"": 102}"
3,64,64,0.0005,0.0001,0.15,0.1,1,6,0.03138672355414665,0.05915065722952477,0.02303453063058725,0.08796764408493428,0.038670584032849675,0.025030194172727987,0.05,0.2,0.2,295.0880665170007,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 341, ""min_warm_cluster"": 68}"
4,64,64,0.001,0.0001,0.15,0.1,1,6,0.03162396174753704,0.05915065722952477,0.023319009100101113,0.08897876643073811,0.03903973957239167,0.02528697387151998,0.1,0.2,0.1,294.28635323399794,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 341, ""min_warm_cluster"": 68}"
