variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06873508353221958,0.04370372463879622,0.03603004129257112,0.09880668257756563,0.05127623693350676,0.03809430163099152
Past-only,0.011933174224343675,0.005660962118884898,0.003785846876539,0.024821002386634844,0.008956723313492012,0.00471056041131113
Future-only,0.0042959427207637235,0.0020049842083748885,0.0013325377883850438,0.008114558472553698,0.0029547311886591863,0.0015848311895586477
Past+Future,0.011455847255369928,0.0054106857069700295,0.003620676592036974,0.02673031026252983,0.009250160775630149,0.0046635527291777985
FIR-MIC without future bridge,0.0711217183770883,0.04437339302019298,0.03619956813274235,0.09498806682577565,0.050349999883339,0.03781263468283647
Per-item + transition/association,0.07255369928400955,0.0452058162645202,0.036862901087244763,0.10023866348448687,0.05216842937041182,0.038753290789707295
FIR-MIC full,0.0711217183770883,0.04424391014109244,0.03595124445959769,0.09976133651551312,0.051346794525674665,0.037830956525012845
