trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,9,14,0.03998988652416855,0.07117852975495916,0.030587042284825245,0.08984830805134189,0.0446563592615296,0.031841324274609076,0.0,0.2,0.2,991.321693545,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 801, ""min_warm_cluster"": 183}"
2,32,64,0.001,0.0001,0.15,0.1,5,10,0.039639211020727684,0.06884480746791131,0.030807449389713096,0.08945935433683391,0.04483564753428429,0.03222509188244835,0.0,0.2,0.2,723.703417486,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 801, ""min_warm_cluster"": 183}"
3,64,64,0.0005,0.0001,0.15,0.1,4,9,0.04010302596923259,0.07117852975495916,0.030689837195088075,0.09257098405289771,0.04556408389269733,0.03221731719939883,0.2,0.2,0.2,649.689898949,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 420, ""min_warm_cluster"": 94}"
4,64,64,0.001,0.0001,0.15,0.1,3,8,0.04000135033496972,0.07040062232594321,0.03085545121717817,0.09179307662388175,0.04535172037878169,0.032294914563637624,0.0,0.2,0.2,578.3761444039992,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 420, ""min_warm_cluster"": 94}"
