variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.07159904534606205,0.045252603317731434,0.037146456036670834,0.09880668257756563,0.052151610752047876,0.03905058851813989,10.720910076001019,1.0378956009543123,371379,590.9794921875
FIR-MIC image-only,0.04105011933174224,0.021856680404098015,0.016119066560594007,0.059665871121718374,0.02654299196630109,0.01739489764492166,9.82782007300193,1.0976948630075005,371379,974.8056640625
FIR-MIC text-only,0.06921241050119331,0.043584137155033294,0.03567810736068492,0.09832935560859188,0.05085779955331547,0.03763268350251216,9.909614701002283,0.9931207651543728,371379,973.6376953125
