trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,7,12,0.04004503165894916,0.07195643718397511,0.030384076358405412,0.09295993776740567,0.045311550859890096,0.031808920718050054,0.1,0.2,0.2,824.7678171619991,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 907, ""min_warm_cluster"": 39}"
2,32,64,0.001,0.0001,0.15,0.1,8,13,0.03973623205431373,0.07040062232594321,0.030437943360930524,0.08984830805134189,0.04461694272278838,0.03175942575681928,0.1,0.2,0.1,888.2680415430004,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 907, ""min_warm_cluster"": 39}"
3,64,64,0.0005,0.0001,0.15,0.1,8,13,0.03958597669782983,0.06845585375340335,0.03075836713526328,0.08945935433683391,0.04490911688653251,0.03222654907527438,0.0,0.2,0.2,878.3349192939968,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 397, ""min_warm_cluster"": 73}"
4,64,64,0.001,0.0001,0.15,0.1,1,6,0.04009846260967302,0.07156748346946713,0.03058148580318942,0.09490470633994555,0.04592490433778624,0.03214073674604506,0.1,0.2,0.2,407.1285341510011,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 397, ""min_warm_cluster"": 73}"
