variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06873508353221958,0.04370372463879622,0.03603004129257112,0.09880668257756563,0.05127623693350676,0.03809430163099152
Past-only,0.013365155131264916,0.006416279969104367,0.004340076523847407,0.03054892601431981,0.010660281499274707,0.0054513700563746
Future-only,0.0038186157517899762,0.001801691670384026,0.0012077129976891313,0.010023866348448688,0.0033486651703824193,0.001621144894695365
Past+Future,0.010501193317422435,0.00544467591872636,0.003909345758987764,0.022911694510739856,0.008535958087313852,0.0047346683588989835
FIR-MIC without future bridge,0.07016706443914081,0.043813156739278235,0.035728491874076604,0.09832935560859188,0.050834876527476446,0.037605742124886925
Per-item + transition/association,0.06873508353221958,0.04405863565328831,0.03640053793991741,0.09976133651551312,0.05198506041877925,0.038620830932689476
FIR-MIC full,0.07159904534606205,0.045252603317731434,0.037146456036670834,0.09880668257756563,0.052151610752047876,0.03905058851813989
