variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.06142941523922032,0.032223872517623625,0.023401213212199626,0.0915534554046072,0.039681021353364675,0.025364562672664324
Past-only,0.010632014176018901,0.004683655262614799,0.0028975520115508305,0.021264028352037802,0.007263808146341059,0.003548855013705729
Future-only,0.005316007088009451,0.002435655498050207,0.0015725349009460055,0.012404016538688719,0.004228956800289239,0.002066804139694881
Past+Future,0.01004134672179563,0.004470961952023834,0.002802154529856833,0.016538688718251624,0.006057456122631812,0.003206999181248457
FIR-MIC without future bridge,0.06024808033077377,0.03255296795169773,0.024242679942620877,0.09273479031305375,0.04061920079266522,0.026379031168786475
Per-item + transition/association,0.0596574128765505,0.032722312799884405,0.024607159264572142,0.09509746012994684,0.04166855280364718,0.02704995821207814
FIR-MIC full,0.0596574128765505,0.032722312799884405,0.024607159264572142,0.09509746012994684,0.04166855280364718,0.02704995821207814
