variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20,train_seconds,inference_ms_per_user,trainable_parameters,peak_cuda_memory_mb
FIR-MIC full,0.0596574128765505,0.032722312799884405,0.024607159264572142,0.09509746012994684,0.04166855280364718,0.02704995821207814,17.390829189000215,0.8705504235077111,363155,510.69775390625
FIR-MIC image-only,0.03130537507383343,0.01799394782065774,0.013972097994543358,0.04134672179562906,0.020430006489636367,0.014586835325594813,17.49000798799898,0.9082546048424011,363155,807.00390625
FIR-MIC text-only,0.057885410513880686,0.03161381716690816,0.023663966472590222,0.09746012994683993,0.041603497981782964,0.0263980422561376,15.681541450001532,0.9375513839329024,363155,767.52734375
