trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,2,7,0.0321675521570515,0.06167846309403438,0.023296539714638805,0.09150657229524772,0.03967711293042188,0.025339921054683592,0.0,0.2,0.2,347.7452651409985,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 627, ""min_warm_cluster"": 112}"
2,32,64,0.001,0.0001,0.15,0.1,5,10,0.03216493039515929,0.06066734074823053,0.02357078658898679,0.09302325581395349,0.04030686785019912,0.02578466037780102,0.1,0.2,0.2,490.60642944199935,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 627, ""min_warm_cluster"": 112}"
3,64,64,0.0005,0.0001,0.15,0.1,7,12,0.032001364930103054,0.06167846309403438,0.02308970099667774,0.08948432760364004,0.038982877079078236,0.024980889730695646,0.1,0.2,0.2,578.9087513660015,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 366, ""min_warm_cluster"": 64}"
4,64,64,0.001,0.0001,0.15,0.1,2,7,0.03157549637355509,0.05965621840242669,0.02313223233344568,0.08998988877654196,0.03913511297697534,0.025151256173871032,0.05,0.2,0.1,338.1426838920015,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 366, ""min_warm_cluster"": 64}"
