trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,best_epoch,epochs_ran,validation_NDCG@10,validation_Recall@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20,lambda_z,lambda_next,lambda_fine,trial_seconds,intent_initialization
1,32,64,0.0005,0.0001,0.15,0.1,1,6,0.030927762101181065,0.057633973710819006,0.02279017606368466,0.08796764408493428,0.0385776546746123,0.024877070794057807,0.0,0.2,0.05,284.5326159510005,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 655, ""min_warm_cluster"": 126}"
2,32,64,0.001,0.0001,0.15,0.1,1,6,0.03165634630979869,0.05965621840242669,0.023174964289726676,0.09251769464105157,0.039796685202071184,0.025321224670353786,0.0,0.2,0.2,277.94146615099817,"{""fit_items"": ""warm-only"", ""intents"": 32, ""max_warm_cluster"": 655, ""min_warm_cluster"": 126}"
3,64,64,0.0005,0.0001,0.15,0.1,1,6,0.030861334474552898,0.05864509605662285,0.0224804195355257,0.08796764408493428,0.038144665248891846,0.0244082834202635,0.0,0.1,0.05,279.871778413999,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 399, ""min_warm_cluster"": 35}"
4,64,64,0.001,0.0001,0.15,0.1,16,21,0.03162571888095676,0.06117290192113246,0.022801210136902755,0.08645096056622852,0.03791397295383222,0.024472374164107063,0.0,0.2,0.0,1029.1385087730014,"{""fit_items"": ""warm-only"", ""intents"": 64, ""max_warm_cluster"": 399, ""min_warm_cluster"": 35}"
