variant,Recall@10,NDCG@10,MRR@10,Recall@20,NDCG@20,MRR@20
Anchor-only,0.046052631578947366,0.025346830798690195,0.019069157268170427,0.0756578947368421,0.03284971062985241,0.0211336610339966
Past-only,0.029605263157894735,0.0128306733464371,0.007864713868003342,0.05756578947368421,0.019811678303939168,0.009737218236383138
Future-only,0.03125,0.013958931829117829,0.008848945279866332,0.049342105263157895,0.018474226395638425,0.010059792441503785
Past+Future,0.02631578947368421,0.011823442162015387,0.007616045321637427,0.05263157894736842,0.018329152694699796,0.009322857476856784
FIR-MIC without future bridge,0.046052631578947366,0.02580638447661565,0.019720525271512114,0.07730263157894737,0.03363380315381834,0.021827540195126147
Per-item + transition/association,0.05098684210526316,0.02853124973204064,0.021808427318295742,0.0805921052631579,0.035892264195078176,0.023763349653442532
FIR-MIC full,0.05098684210526316,0.02853124973204064,0.021808427318295742,0.0805921052631579,0.035892264195078176,0.023763349653442532
