epoch,loss,rank_loss,next_loss,route_loss
1,33.89209013718825,32.9537834754357,4.24110379585853,0.5986099793360784
2,31.615655752328728,30.707152366638184,4.169703887059138,0.5043115214659617
3,30.434462547302246,29.535509256216194,4.163730162840623,0.42481970213926756
4,30.282213797936073,29.389701989980843,4.161952440555279,0.36305270057458144
5,29.537715838505672,28.64997849097619,4.162796313946064,0.31384998101454514
6,29.075353769155647,28.19137199108417,4.164703589219314,0.27399930357933044
7,28.85274865077092,27.972274560194748,4.164886823067298,0.24148652301384851
8,28.32681677891658,27.448129360492413,4.16864274098323,0.21581564041284415
9,28.003712067237267,27.127039395845852,4.170658019872812,0.19370358437299728
10,28.01620996915377,27.14130951808049,4.173215627670288,0.17390960913438064
11,27.676697364220253,26.80302487886869,4.173619893880991,0.15982192410872534
12,27.35822288806622,26.486197251539963,4.17260976938101,0.14700373720664245
13,27.25535488128662,26.384640987102802,4.171453457612258,0.1371695943749868
14,27.065382664020245,26.195347639230583,4.1713379346407375,0.1289995828500161
15,26.636669599092922,25.767910883976864,4.169007154611441,0.12260077779109661
16,26.239999991196854,25.371350068312424,4.168874520521897,0.11952817554657276
17,25.752866158118614,24.88486385345459,4.167693835038405,0.11465202386562641
18,25.794097606952374,24.9266635454618,4.166532571499165,0.11147097326242007
19,25.476993634150578,24.609765419593224,4.1667486520913934,0.109133464212601
20,25.390005331773025,24.52317604651818,4.165951270323533,0.1068193273475537
